smile,activity
[O-]S(C1C=C2C(N(/C(/C2(CCCC(O)=O)C)=C\C=C\C=C2\C3=[O+]C4=CC(N(CC)CC)=CC=C4C(=C3CCC\2)C2C=CC=CC=2C(O)=O)CCCS(=O)([O-])=O)=CC=1)(=O)=O,0.8
[O-]S(C1=CC2C(/C(/N(CCCCCC(O)=O)C=2C=C1)=C\C=C\C=C1\C2=[O+]C3=CC(N(CC)CC)=CC=C3C(=C2CCC\1)C1=C(C=CC=C1)C(N(C)CCS(=O)([O-])=O)=O)(C)C)(=O)=O,0.823
[O+]1=C(C(C)(C)C)C=C(C2C1=CC(N(CC)CC)=CC=2)/C=C/C=C/C=C/C=C1\N(C2=C(C=C(S([O-])(=O)=O)C=C2)C\1(CCCC(O)=O)C)CCCS(O)([O-])=O,0.844
[O-]S(C1=CC2C(C)(/C(/N(CCCCCC(O)=O)C=2C=C1)=C\C=C\C=C1/CCCC2C/1=[O+]C1=CC3N(C(C)(C)C=C(C=3C=C1C=2C1C=CC=CC=1C(=O)N(C)CCS(=O)([O-])=O)CS(=O)([O-])=O)CC)C)(=O)=O,0.847
[O-]S(C1C2=C(C3C(C)(/C(/N(CC)C=3C=C2)=C\C=C\C=C2\C3=[O+]C4=CC5N(CC)C(C)(C=C(CS(=O)([O-])=O)C=5C=C4C(=C3CCC\2)C2CCC=CC=2C(N(C)CCCC(=O)O)=O)C)C)C=C(C=1)S(=O)([O-])=O)(=O)=O,0.863
OC(=O)CCCC[N+]1C2=C(C=C(C=C2)S(=O)([O-])=O)C(C)(C)C=1/C=C/C1=C(C2C(=CC(OC)=CC=2OC)OC1=O)O,0.494
OC(=O)CCCCC[N+]1C2=C(C=C(C=C2)S(=O)([O-])=O)C(C)(C)C=1/C=C/C1=C(C2C(=CC(OC)=CC=2OC)OC1=O)O,0.494
OC(=O)CCCCC[N+]1C=C(C=CC=1/C=C/C1=CC2C(=CC(N(CC)CC)=CC=2)OC1=O)S(=O)([O-])=O,0.504
OC(CCCCCN(C1C=C2OC(=O)C(=CC2=CC=1)/C=C/C(/C=C\C(\S(=O)([O-])=O)=C/C)=[NH+]\CCCS(=O)([O-])=O)CC)=O,0.521
OC(CCCCCN(C1C=C2OC(C(C3=CC=[N+](CCCS(=O)([O-])=O)C=C3)=CC2=CC=1)=O)CC)=O,0.488
O=C1OC2=CC(N(CC)CC)=CC=C2C=C1/C=C/C1C=C[N+](CCCCCC(O)=O)=CC=1,0.497
O=S(CCCN1C2C=C3OC(=O)C(C4=CC=[N+](CCCCCC(O)=O)C=C4)=CC3=CC=2C(=CC1(C)C)C)(=O)[O-],0.512
[O-]S(C1C=[N+](C(CCCCC(O)=O)C)C=CC=1/C=C/C1C(=O)OC2=CC(N(CC)CC)=CC=C2C=1)(=O)=O,0.522
OC(=O)CCCCCN(C1C=C2OC(=O)C(/C=C/C3=C(C=[N+](CCCS(=O)([O-])=O)C=C3)S(=O)(=O)[O-])=CC2=CC=1)CC,0.526
N(C1=[O+]C2=CC(N(CC)CC)=CC=C2C(=C1)/C=C1\SC2=C(C=CC=C2)N\1C)(CCCN(C)C)C,0.477
[N+](C)(CC[N+](C)1CCN(CC1)C1=[O+]C2=CC(N(CC)CC)=CC=C2C(/C=C2\SC3C=CC=CC=3N\2C)=C1)(C)C,0.492
OCCN1CCN(C2C=C(C3C([O+]=2)=CC(N(CC)CC)=CC=3)/C=C2/N(C)C3C=CC=CC=3S/2)CC1,0.481
CC[N+]1=C2C(N(CC)CC1)=CC3=C(C4=CC=CC=C4C([O-])=O)C5=CC6=C(N(CC)CCN6CC)C=C5OC3=C2,0.588
[NH2+]=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC5=C(N(CC)C(CCCC6)C6N5CC)C=C4OC2=C1,0.565
CCN(C(CCCC1)C1N2CC)C3=C2C=C(C(C4=CC=CC=C4C([O-])=O)=C(C=C/5C)C6=CC5=[NH+]\CC)C(O6)=C3,0.57
CCN(C(CCCC1)C1N2CC)C3=C2C=C(C(C4=CC=CC=C4C([O-])=O)=C(C=C/5)C6=CC5=[N+](CC)\CC)C(O6)=C3,0.584
CCN(C(CCCC1)C1N2CC)C3=C2C=C(C(C4=CC=CC=C4C([O-])=O)=C5C6=C7C8=[N+](CCC7)CCCC8=C5)C(O6)=C3,0.593
ClC(C=C1)=CC2=C1C3=[O+]C4=CC(N(CCC)CCC)=CC=C4C(C5=CC=CC=C5C([O-])=O)=C3C2,0.54
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC=C3)C4=[O+]5)C5=C1,0.524
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(OC)=C3)C4=[O+]5)C5=C1,0.55
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(O)=C3)C4=[O+]5)C5=C1,0.567
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(NCC)=C3)C4=[O+]5)C5=C1,0.573
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(N(CC)CC)=C3)C4=[O+]5)C5=C1,0.583
O=C([O-])C1=CC=CC=C1C(C(C=CC(N(CC)CC)=C2)=C2O3)=C4C3=CC5=[N+](CC)C6=C(C=CC=C6)SC5=C4,0.606
CC1(C)C2=CC(N(C)C)=CC=C2C(C3=CC=CC=C3C([O-])=O)=C(C=C/4)C1=CC4=[N+](C)\C,0.612
CC1(C)C2=CC(N(CCC3)CC)=C3C=C2C(C4=CC=CC=C4C([O-])=O)=C5C1=CC6=[N+](CC)CCCC6=C5,0.632
CC1(C)C2=CC(N(C(C)(C)C=C3C)CC)=C3C=C2C(C4=CC=CC=C4C([O-])=O)=C5C1=CC6=[N+](CC)CCCC6=C5,0.653
CC1(C)C2=CC(N(C(C)(C)C=C3C)CC)=C3C=C2C(C4=CC=CC=C4C([O-])=O)=C5C1=CC6=[N+](CC)C(C)(C)C=C(C)C6=C5,0.67
CC1(C)C2=CC(N(CCC3)CC)=C3C=C2C(C4=C(Cl)C(Cl)=C(Cl)C(Cl)=C4C([O-])=O)=C5C1=CC6=[N+](CC)CCCC6=C5,0.662
CC1(C)C2=CC(N(C(C)(C)C=C3C)CC)=C3C=C2C(C4=C(Cl)C(Cl)=C(Cl)C(Cl)=C4C([O-])=O)=C5C1=CC6=[N+](CC)CCCC6=C5,0.683
CC1(C)C2=CC(N(C(C)(C)C=C3C)CC)=C3C=C2C(C4=C(Cl)C(Cl)=C(Cl)C(Cl)=C4C([O-])=O)=C5C1=CC6=[N+](CC)C(C)(C)C=C(C)C6=C5,0.7
CC1(C)C2=CC(N(C)C)=CC=C2C(C3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3C([O-])=O)=C(C=C/4)C1=CC4=[N+](C)\C,0.642
CN(C1=CC=C(C(C2(C)C)=C1)C=C(C2=C/3)C=CC3=[N+](C)\C)C,0.606
CC1(C)C2=CC(N3CC)=C(CC3)C=C2C=C(C1=C4)C=C5C4=[N+](CC5)CC,0.633
CC1(C)C2=CC(N3CC)=C(CCC3)C=C2C=C(C1=C4)C=C5C4=[N+](CCC5)CC,0.626
CC1(C)C2=CC3=C(C=C2C=C(C1=C4)C=C5C4=[N+](C(C)(C)C=C5C)CC)C(C)=CC(C)(C)N3CC,0.664
CC1(C)C2=CC3=C(C=C2C=C(C1=C4)C=C5C4=[N+](CCC5)CC)CCN3CC,0.629
CC1(C)C2=CC(N3CC)=C(CC3)C=C2C=C(C1=C4)C=C5C4=[N+](C(C)(C)C=C5C)CC,0.647
CC1(C)C2=CC3=C(C=C2C=C(C1=C4)C=C5C4=[N+](C(C)(C)C=C5C)CC)CCCN3CC,0.647
CN(C)C1=CC=C(C(C2(C)C)=C1)C=C(C2=C3)C=C4C3=[N+](CC4)CC,0.617
CN(C)C1=CC=C(C(C2(C)C)=C1)C=C(C2=C3)C=C4C3=[N+](CCC4)CC,0.616
CN(C)C1=CC=C(C(C2(C)C)=C1)C=C(C2=C3)C=C4C3=[N+](C(C)(C)C=C4C)CC,0.634
CN(C)C1=CC=C(C(C2(C)C)=C1)C(C)=C(C2=C/3)C=CC3=[N+](C)\C,0.602
NC1=CC=C(C(O2)=C1)N=C(C2=C3)C=C4C3=[N+](CC)CC4,0.612
[NH2+]=C1C2=C(C=CC=C2)C3=NC4=CC=C(N)C=C4OC3=C1,0.6
CCNC1=C(C)C=C2C(OC3=C(/C=C/C4=[N+](C)C(C=CC=C5)=C5C4(C)C)CCCC3=C2C6=CC=CC=C6C(O)=O)=C1,0.688
CCNC1=C(C)C=C2C(OC3=C(/C=C/C4=[N+](C)C(C=CC5=C6C=CC=C5)=C6C4(C)C)CCCC3=C2C7=CC=CC=C7C(O)=O)=C1,0.708
CCN(CC)C1=CC=C2C(OC3=C(/C=C/C4=[N+](C)C(C=CC=C5)=C5C4(C)C)CCCC3=C2C6=CC=CC=C6C(O)=O)=C1,0.7
CCN(CC)C1=CC=C2C(OC3=C(/C=C/C4=[N+](C)C(C=CC5=C6C=CC=C5)=C6C4(C)C)CCCC3=C2C7=CC=CC=C7C(O)=O)=C1,0.72
CC1(C)C2=C(C=CC=C2)[N+](C)=C1/C=C/C3=C4OC5=C(CCC6)C(N6CCC7)=C7C=C5C(C8=CC=CC=C8C(O)=O)=C4CCC3,0.71
CC1(C)C2=C(C=CC3=C2C=CC=C3)[N+](C)=C1/C=C/C4=C5OC6=C(CCC7)C(N7CCC8)=C8C=C6C(C9=CC=CC=C9C(O)=O)=C5CCC4,0.728
CC/[N+](CC)=C1C=CC2=C(C3=CC=CC=C3C(O)=O)C(C(OC4=C5C=CC(N(CC)CC)=C4)=O)=C5OC2=C/1,0.591
CC/[N+](CC)=C1C=CC2=C(C3=C(OC2=C\1)C(C=CC=C4)=C4OC3=O)C5=CC=CC=C5C(O)=O,0.598
CC/[N+](CC)=C1C=CC2=C(C3=CC=CC=C3C(O)=O)C(C(OC4=C5C=C6C7=C4CCCN7CCC6)=O)=C5OC2=C/1,0.612
C1(C#CC2=CC=CC=C2)=CC=CC=C1,0.373
C1(C#CC#CC2=CC=CC=C2)=CC=CC=C1,0.326
O=[N+](C1=CC=C(NCC2=CC=CC=C2)C3=NON=C31)[O-],0.459
CN(C)C1=CC2=[N+]([H])C3=CC(N(C)C)=CC=C3C=C2C=C1.[Cl-],0.431
NC1=CC2=[N+]([H])C3=CC(N)=C(C)C=C3C=C2C=C1C.[Cl-],0.46
CCN1/C(OC2=CC=CC=C12)=C\C=C\C3=[N+](C4=CC=CC=C4O3)CC,0.485
CC[N+]1=C(C=CC=C2N(CC)C3=C(S2)C=CC=C3)SC4=C1C=CC=C4,0.559
CCN1/C(OC2=CC=CC=C12)=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4O3,0.582
CCN1/C(SC2=CC=CC=C12)=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4S3,0.656
CCN1/C(C(C)(C)C2=CC=CC=C12)=C\C=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4C3(C)C,0.743
CCN1/C(OC2=CC=CC=C12)=C\C=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4O3,0.687
O=C1C=C(C)C2=CC=C(N(CC)CC)C=C2O1,0.375
O=C1OC2=C(C=CC(N(CC)CC)=C2)C=C1C3=NC4=CC=CC=C4S3,0.456
O=C(C1=CC2=CC3=C4N(CCC3)CCCC4=C2OC1=O)OCC,0.436
O=C1C(C(C)=O)=CC2=CC3=C4N(CCC3)CCCC4=C2O1,0.445
O=C1C(C(O)=O)=CC2=CC3=C4N(CCC3)CCCC4=C2O1,0.443
CC1=CC2=NC3=C([O+]=C2C=C1N(C)C)C=C(N)C4=CC=CC=C43.O=Cl(=O)([O-])=O,0.603
O=C(O)CCCCCN1C(C(C)(C)C2=C1C=CC=C2)=CC=CC=CC3=[N+](C)C4=C(C=CC=C4)C3(C)C,0.651
CCN1/C(OC2=CC=CC=C12)=C/C=C/C3=[N+](CC)C4=CC=CC=C4O3,0.47
O=C1N=C(C2=CC=CC=C2)C3=C1C(C4=CC=CC=C4)=NC3=O,0.502
O=S(C1=CC=C(C2=NC(C3=C2C(N=C3C4=CC=CC=C4)=O)=O)C=C1)(NC5=CC(Cl)=C(O)C(Cl)=C5)=O,0.543
O=S(C1=CC=C(C2=NC(C3=C2C(N=C3C4=CC=CC=C4)=O)=O)C=C1)(NC5=CC(Cl)=C(O)C=C5)=O,0.541
O=S(C1=CC=C(C2=NC(C3=C2C(N=C3C4=CC=CC=C4)=O)=O)C=C1)(N5CCOCC5)=O,0.547
OC(C1=C(C2=C3C=C(Br)C(C(Br)=C3OC4=C2C=C(Br)C(O)=C4Br)=O)C=CC=C1)=O,0.525
O=C(OCC)C1=CC=C(N(C)C)C=C1,0.309
CCN(CCCS(=O)([O-])=O)C1=CC=C2C(OC(C3=N2)=C/C(C=C3)=[N+](C)/CCC(O)=O)=C1,0.635
CN1C2=C(C=CC=C2)C3=C(C4=CC=CC(OC)=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,0.33
CN1C2=C(C=CC=C2)C3=C(C4=CC=C(Cl)C=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,0.331
CN1C2=C(C=CC=C2)C3=C(C4=CC=C(C(F)(F)F)C=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,0.331
CN1C2=C(C=CC=C2)C3=C(C4=CC=C([N+]([O-])=O)C=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,0.315
CN1C2=C(C=CC=C2)C3=C(C4=CC=C(O)C=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,0.33
CN1C2=C(C=CC=C2)C3=C(C4=CC5=C(C=CC=C5)C=C4)C6=C(C(C=CC=C7)=C7O6)C=C31,0.331
CN1C2=C(C=CC=C2)C3=C(C4=C(Br)C=CC=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,0.331
CN1C2=C(C=CC=C2)C3=C(C4=CC(Br)=CC=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,0.331
CN1C2=C(C=CC=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=CC(OC)=C6)=C6O5)C=C31,0.337
CN1C2=C(C=CC=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=C(Cl)C=C6)=C6O5)C=C31,0.334
CN1C2=C(C=CC=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=C(C(OC)=O)C=C6)=C6O5)C=C31,0.33
C1(C(C=CC=C2)=C2O3)=C3C(C4=CC=CC=C4)=C(C(C=CC=C5)=C5N6CC7=CC=CC=C7)C6=C1,0.33
CN1C2=C(C=C(OC)C=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,0.336
CN1C2=C(C=C(Br)C=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,0.333
CN1C2=C(C=C(C#N)C=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,0.33
CN(C)C1=CC=C2C(C=C(C=CC(C(CCCCCCCC)=O)=C3)C3=C2)=C1,0.443
O=C(OCC)C1=CC(N2CCC2)=C(C(OCC)=O)C=C1N3CCC3,0.401
O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],0.429
CC1(C)C(/C=C/C2=C3OC4=C(F)C(N(CC)CC)=C(F)C=C4C=C3CCC2)=[N+](C)C5=C1C=CC=C5,0.616
CC1(C)C(/C=C/C2=C3OC4=C(F)C(N(CCO)CC)=C(F)C=C4C=C3CCC2)=[N+](C)C5=C1C=CC=C5,0.619
CC1(C)C(/C=C/C2=C3OC4=C(F)C(N(CCC)CCC)=C(F)C=C4C=C3CCC2)=[N+](C)C5=C1C=CC=C5,0.622
CC1(C)C(/C=C/C2=C3OC4=C(F)C(N)=C(F)C=C4C=C3CCC2)=[N+](C)C5=C1C=CC=C5,0.69
CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,0.707
CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5C(CO)CCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,0.702
CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCCCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,0.621
CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCCCC5C)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,0.595
CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CC(C)CC(C)C5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,0.612
CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCC(C(O)=O)CC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,0.62
CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCCCCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,0.632
CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCN(C)CC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,0.611
CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCN(CC)CC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,0.612
CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCN(C(OC(C)(C)C)=O)CC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,0.608
CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCN(CC#C)CC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,0.614
CC1(C)C(/C=C/C2=C3OC4=C(F)C(N5CCOCC5)=C(F)C=C4C=C3CCC2)=[N+](C)C6=C1C=CC=C6,0.61
CN(C)C1=CC=C(C(C=CC(C=O)=C2)=C2C3(C)C)C3=C1,0.396
CN(C)C1=CC=C(C(C=CC(C(C2=CN(C3CC(O)C(CO)O3)N=N2)=O)=C4)=C4C5(C)C)C5=C1,0.403
CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCCCCCCCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,0.4
CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCC[N+](C)(CCCS(=O)([O-])=O)CCCCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,0.397
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,0.375
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4[Si]5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,0.379
C1(C2=CC=CC=C2)=CC=C(NC(C=CC(C3=CC=CC=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C1,0.338
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#C)C)C=C3C2(C)C,0.364
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#CC(C(N)=N4)=CN([C@@]5([H])C([H])([H])[C@@](O)([H])[C@](CO)([H])O5)C4=O)C)C=C3C2(C)C,0.365
CN(C)C1=CC=C(C(C=CC(C=O)=C2)=C2C3(C)C)C3=C1,0.388
CN(C)C1=CC=C(C(C=CC(C(C#C)=O)=C2)=C2C3(C)C)C3=C1,0.413
CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,0.396
CN(C)C1=CC=C(C(C=CC(/C=C(C#N)/C#N)=C2)=C2C3(C)C)C3=C1,0.476
CN(C)C1=CC=C(C(C=CC(C2=CC3=NSN=C3C=C2)=C4)=C4C5(C)C)C5=C1,0.407
CN(C)C1=CC=C(C(C=CC(C(CCC(NCCCC)=O)=O)=C2)=C2C3(C)C)C3=C1,0.37
CN(C)C1=CC=C(C(C=CC(C=C)=C2)=C2C3(C)C)C3=C1,0.349
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCCC4)C=C31,0.398
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCC4)C=C31,0.373
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCC4)C=C31,0.395
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCC4)C=C31,0.38
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CC4C)C=C31,0.342
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCOCC4)C=C31,0.365
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCN(C(OC(C)(C)C)=O)CC4)C=C31,0.362
CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,0.581
O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,0.549
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,0.48
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,0.522
O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,0.486
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,0.477
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4C=O,0.474
O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(S(=O)(C)=O)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,0.401
O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(C(F)(F)F)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,0.393
O=C1N2C3=CC(N(CC)CC)=CC=C3C=C2C=C(C4=CC=C(C#N)C=C4)N1CCCC(OCC5=CC=CC=C5)=O,0.409
O=C1N2C3=CC(N4CCOCC4)=CC=C3C=C2C=C(C5=CC=C(C(F)(F)F)C=C5)N1CCCC(OCC6=CC=CC=C6)=O,0.369
O=C1N2C3=CC(N4CCOCC4)=CC=C3C=C2C=C(C5=CC=C(C(F)(F)F)C=C5)N1CCCC(OCC6=CC=CC=C6)=O,0.377
O=C(NCCCC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,0.372
O=C(N(CC)CC)C1=CC=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4,0.362
O=C(C1=CC=C(C2=C1C=CC3=C24)C=CC4=C(C=C3)N5CCCCC5)NCCCC(O)=O,0.372
O=CC1=C(C2=C34)C=CC4=CC=CC3=CC=C2C=C1,0.39
O=CC1=C(C=C2)C3=C4C2=CC=C(CCCC)C4=CC=C3C=C1,0.396
O=CC1=C(C=C2)C3=C4C2=C(CCCC)C=CC4=CC=C3C(CCCC)=C1,0.406
O=CC1=C(C=C2)C3=C4C2=C(CCCC)C=C(CCCC)C4=CC=C3C(CCCC)=C1,0.413
CCCCC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(CCCC)C=C5C=O,0.435
CCCCC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(CCCC)C=C5C(CCC)=O,0.404
CC(C1=C2C=C(N(C)C)C=CC2=CC3=C1CCC3)=O,0.377
CC(C1=C2C=CC(N(C)C)=CC2=CC3=C1CCC3)=O,0.374
CC(C1=C2C=CC=C(N(C)C)C2=CC3=C1CCC3)=O,0.334
O=C1C(OC)=C(C2=CC=C(N(CC)CC)C=C2)OC3=CC=CC=C31,0.4
O=C1C(OC)=C(C(O2)=CC3=C2C=C(N(CC)CC)C=C3)OC4=CC=CC=C41,0.445
O=C1C(OC)=C(C2=CC(C3(C)C)=C(C=C2)C4=C3C=C(N(CC)CC)C=C4)OC5=CC=CC=C51,0.418
CN(C1=CC=C2C=C(C(CC)=O)C=CC2=C1)C,0.36
CN(C)C1=CC=C2C(C=C(C(N(CC(OC)=O)C3=O)=O)C3=C2)=C1,0.379
CCCCCCN(C1=CC2=C(C=C3C=C(C#N)C=CC3=C2)C=C1)CCCCCC,0.454
CCCCCCN(C1=CC=C2C=C3C=C(C(CC)=O)C=CC3=CC2=C1)CCCCCC,0.452
CCN(CC)C(C=C1)=CC2=C1C(C=CC(C=O)=C3)=C3C2(C)C,0.395
CCN(CC)C(C=C1)=CC2=C1C(C=CC(C(CCCCCCCC)=O)=C3)=C3C2(C)C,0.383
F[B-]1(F)N2C=CC=CC2=NC2=[N+]1C=CC=C2,0.3852
CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,0.605
CN(C1=CC=C2C=C(C(CC)=O)C=CC2=C1)C,0.375
CCCCCCN(C1=CC2=C(C=C3C=C(C#N)C=CC3=C2)C=C1)CCCCCC,0.464
CCCCCCN(C1=CC=C2C=C3C=C(C(CC)=O)C=CC3=CC2=C1)CCCCCC,0.464
F[B-]1(F)N2C=CC=CC2=NC2=[N+]1C=CC=C2,0.3852
F[B-]([N+]1=CC=CC1=C2C3=CC=C(C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)C=C3)(F)N5C2=CC=C5,0.4995
F[B-]([N+]1=C(C)C=CC1=C2C3=CC=C(C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)C=C3)(F)N5C2=CC=C5C,0.5095
F[B-]([N+]1=C(CC)C=CC1=C2C3=CC=C(C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)C=C3)(F)N5C2=CC=C5CC,0.5105
F[B-]([N+]1=CC=CC1=C2C(S3)=CC=C3C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)(F)N5C2=CC=C5,0.5095
F[B-]([N+]1=C(C)C=CC1=C2C(S3)=CC=C3C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)(F)N5C2=CC=C5C,0.5205
F[B-]([N+]1=C(C)C(Br)=CC1=C2C(C=C3)=CC=C3C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)(F)N5C2=CC(Br)=C5C,0.54
F[B-]([N+]1=CC(C(C(NC(C)(C)C)=O)OC(C2=CC=CC=C2)=O)=CC1=C3C4=CC=CC=C4)(F)N5C3=CC=C5,0.505
F[B-]([N+]1=CC(C(C(NC(C)(C)C)=O)OC(C2=CC=CC=C2)=O)=CC1=C3C4=C(C)C=C(C)C=C4C)(F)N5C3=CC=C5,0.5055
F[B-]([N+]1=CC(C(C(NC(C)(C)C)=O)OC(C2=CC=CC=C2)=O)=CC1=C3C4=CC=C(Br)C=C4)(F)N5C3=CC=C5,0.507
F[B-]([N+]1=CC(C(C(NC(C)(C)C)=O)OC(C2=CC=CC=C2)=O)=CC1=C3C4=CC=C(C(F)(F)F)C=C4)(F)N5C3=CC=C5,0.5095
F[B-]([N+]1=CC(C(C(NC(C)(C)C)=O)OC(C2=CC=CC=C2)=O)=CC1=C3C4=CC=CS4)(F)N5C3=CC=C5,0.5135
O=[N+](C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],0.407
